Customer: Premium $546.06, Excess $500, Half-excess 2, Category power, Postcode 2000, Sum insured $22222, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $930.87, Excess $1250, Half-excess 2, Category power, Postcode 4737, Sum insured $50000, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $581.54, Excess $750, Half-excess 2, Category power, Postcode 2000, Sum insured $40000, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $581.54, Excess $750, Half-excess 2, Category power, Postcode 2000, Sum insured $40000, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $327.15, Excess $1000, Half-excess 2, Category power, Postcode 4874, Sum insured $31150, Year built 2010, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $474.86, Excess $1000, Half-excess 2, Category power, Postcode 2227, Sum insured $23900, Year built 1999, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $414.28, Excess $500, Half-excess 2, Category power, Postcode 2000, Sum insured $22222, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $414.28, Excess $500, Half-excess 2, Category power, Postcode 2000, Sum insured $22222, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $542.80, Excess $1000, Half-excess 2, Category power, Postcode 4551, Sum insured $77050, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $519.96, Excess $1000, Half-excess 2, Category power, Postcode 2583, Sum insured $21050, Year built 1995, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $594.17, Excess $750, Half-excess 2, Category power, Postcode 4000, Sum insured $50000, Year built 2018, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $322.38, Excess $1000, Half-excess 2, Category power, Postcode 2752, Sum insured $26200, Year built 2010, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $328.93, Excess $1000, Half-excess 2, Category power, Postcode 4216, Sum insured $18150, Year built 2007, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $476.04, Excess $750, Half-excess 2, Category power, Postcode 4341, Sum insured $56200, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $364.73, Excess $950, Half-excess 2, Category power, Postcode 2263, Sum insured $7000, Year built 1998, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $240.50, Excess $1000, Half-excess 2, Category power, Postcode 4164, Sum insured $13075, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $246.45, Excess $950, Half-excess 2, Category power, Postcode 2478, Sum insured $4625, Year built 2003, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $1944.31, Excess $1750, Half-excess 2, Category power, Postcode 4575, Sum insured $110000, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $885.38, Excess $1750, Half-excess 2, Category power, Postcode 4575, Sum insured $110000, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $605.87, Excess $500, Half-excess 2, Category power, Postcode 2000, Sum insured $30000, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $308.34, Excess $450, Half-excess 2, Category power, Postcode 2000, Sum insured $1234, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $332.56, Excess $450, Half-excess 2, Category power, Postcode 1234, Sum insured $1234, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Bad
Customer: Premium $347.63, Excess $450, Half-excess 2, Category power, Postcode 1234, Sum insured $1234, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $390.52, Excess $450, Half-excess 2, Category power, Postcode 1234, Sum insured $1234, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $347.72, Excess $450, Half-excess 2, Category power, Postcode 1234, Sum insured $1234, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $340.70, Excess $450, Half-excess 2, Category power, Postcode 1233, Sum insured $2134, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $259.88, Excess $950, Half-excess 2, Category power, Postcode 3750, Sum insured $3000, Year built 1982, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $259.88, Excess $950, Half-excess 2, Category power, Postcode 3750, Sum insured $3000, Year built 1982, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $657.76, Excess $1000, Half-excess 2, Category power, Postcode 3332, Sum insured $25000, Year built 2003, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $255.73, Excess $475, Half-excess 1, Category power, Postcode 3750, Sum insured $2500, Year built 1982, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $966.46, Excess $1000, Half-excess 2, Category power, Postcode 4655, Sum insured $30000, Year built 1988, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $316.40, Excess $450, Half-excess 2, Category power, Postcode 1234, Sum insured $1234, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $316.40, Excess $450, Half-excess 2, Category power, Postcode 1234, Sum insured $1234, Year built 2020, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $207.19, Excess $1750, Half-excess 2, Category power, Postcode 4215, Sum insured $40000, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $194.12, Excess $1250, Half-excess 2, Category power, Postcode 4215, Sum insured $35000, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $314.88, Excess $500, Half-excess 2, Category power, Postcode 2000, Sum insured $20000, Year built 2021, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $1715.32, Excess $2250, Half-excess 2, Category power, Postcode 2000, Sum insured $250000, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $1053.68, Excess $1250, Half-excess 2, Category power, Postcode 2226, Sum insured $160000, Year built 2021, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $207.38, Excess $450, Half-excess 2, Category power, Postcode 3805, Sum insured $5000, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $1639.20, Excess $1500, Half-excess 2, Category power, Postcode 2219, Sum insured $75000, Year built 2001, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $1530.74, Excess $2500, Half-excess 3, Category power, Postcode 2088, Sum insured $164000, Year built 2018, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $425.78, Excess $1000, Half-excess 2, Category power, Postcode 2752, Sum insured $30000, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $471.20, Excess $625, Half-excess 1, Category power, Postcode 6027, Sum insured $60000, Year built 2001, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $471.20, Excess $625, Half-excess 1, Category power, Postcode 6027, Sum insured $60000, Year built 2001, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $2669.78, Excess $2250, Half-excess 2, Category power, Postcode 2138, Sum insured $300000, Year built 2011, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $4268.14, Excess $4250, Half-excess 2, Category power, Postcode 6159, Sum insured $780000, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $1384.76, Excess $1750, Half-excess 2, Category power, Postcode 3008, Sum insured $100000, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $593.99, Excess $2750, Half-excess 2, Category power, Postcode 3008, Sum insured $100000, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $7670.48, Excess $1000, Half-excess 2, Category power, Postcode 2047, Sum insured $10000000, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $1384.76, Excess $1750, Half-excess 2, Category power, Postcode 3008, Sum insured $100000, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $171.45, Excess $750, Half-excess 2, Category power, Postcode 2047, Sum insured $36000, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $392.58, Excess $500, Half-excess 2, Category power, Postcode 2047, Sum insured $36000, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $854.37, Excess $1250, Half-excess 2, Category power, Postcode 7249, Sum insured $105000, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $1765.93, Excess $1250, Half-excess 2, Category power, Postcode 810, Sum insured $150000, Year built 2021, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $1609.68, Excess $1250, Half-excess 2, Category power, Postcode 810, Sum insured $132250, Year built 2021, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $1692.85, Excess $1750, Half-excess 2, Category power, Postcode 2444, Sum insured $95000, Year built 1989, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $1657.71, Excess $1750, Half-excess 2, Category power, Postcode 2444, Sum insured $115000, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $2669.78, Excess $2250, Half-excess 2, Category power, Postcode 2138, Sum insured $300000, Year built 2011, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $624.14, Excess $1000, Half-excess 2, Category power, Postcode 4810, Sum insured $75000, Year built 2018, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $624.14, Excess $1000, Half-excess 2, Category power, Postcode 4810, Sum insured $75000, Year built 2018, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $568.39, Excess $1000, Half-excess 2, Category power, Postcode 4500, Sum insured $37000, Year built 2001, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $539.49, Excess $1000, Half-excess 2, Category power, Postcode 4500, Sum insured $37000, Year built 2001, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $316.48, Excess $500, Half-excess 1, Category power, Postcode 6164, Sum insured $30000, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $541.92, Excess $1000, Half-excess 2, Category power, Postcode 4017, Sum insured $37000, Year built 2001, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $541.92, Excess $500, Half-excess 1, Category power, Postcode 4017, Sum insured $37000, Year built 2001, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $558.00, Excess $500, Half-excess 1, Category power, Postcode 4017, Sum insured $37000, Year built 2001, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $416.47, Excess $950, Half-excess 2, Category power, Postcode 4350, Sum insured $18, Year built 2003, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Bad
Customer: Premium $590.78, Excess $1000, Half-excess 2, Category power, Postcode 4350, Sum insured $18000, Year built 2003, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Bad
Customer: Premium $252.08, Excess $950, Half-excess 2, Category power, Postcode 4895, Sum insured $11300, Year built 1990, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $316.21, Excess $500, Half-excess 2, Category power, Postcode 7321, Sum insured $33150, Year built 2011, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $297.66, Excess $1000, Half-excess 2, Category power, Postcode 4007, Sum insured $15000, Year built 1984, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $506.72, Excess $750, Half-excess 2, Category power, Postcode 4891, Sum insured $50000, Year built 2015, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $256.22, Excess $450, Half-excess 2, Category power, Postcode 3810, Sum insured $12000, Year built 1997, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $250.14, Excess $450, Half-excess 2, Category power, Postcode 3810, Sum insured $11000, Year built 1997, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $462.38, Excess $500, Half-excess 1, Category power, Postcode 2335, Sum insured $25000, Year built 2007, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $297.66, Excess $1000, Half-excess 2, Category power, Postcode 4007, Sum insured $15000, Year built 1984, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $2518.40, Excess $1750, Half-excess 2, Category power, Postcode 2221, Sum insured $160000, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $2305.18, Excess $1750, Half-excess 2, Category power, Postcode 2221, Sum insured $160000, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $575.80, Excess $500, Half-excess 2, Category power, Postcode 2477, Sum insured $35000, Year built 2012, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Bad
Customer: Premium $595.45, Excess $1000, Half-excess 2, Category power, Postcode 2111, Sum insured $15000, Year built 1985, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $804.30, Excess $1000, Half-excess 2, Category power, Postcode 2111, Sum insured $30000, Year built 1985, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $1447.38, Excess $1750, Half-excess 2, Category power, Postcode 2444, Sum insured $115000, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $2523.44, Excess $2750, Half-excess 2, Category power, Postcode 6027, Sum insured $175000, Year built 2009, Professionally built True, Water skiers 0, Previous claims 2. Credit risk: Bad
Customer: Premium $552.36, Excess $500, Half-excess 2, Category power, Postcode 4053, Sum insured $32000, Year built 2021, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $590.27, Excess $1000, Half-excess 2, Category power, Postcode 4850, Sum insured $66000, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $386.96, Excess $450, Half-excess 2, Category power, Postcode 2263, Sum insured $10000, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $506.32, Excess $750, Half-excess 2, Category power, Postcode 2558, Sum insured $50000, Year built 2016, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $284.28, Excess $450, Half-excess 2, Category power, Postcode 2263, Sum insured $6, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $470.83, Excess $500, Half-excess 2, Category power, Postcode 2000, Sum insured $30000, Year built 2019, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $555.93, Excess $1500, Half-excess 2, Category power, Postcode 4753, Sum insured $15000, Year built 1990, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $1430.58, Excess $1250, Half-excess 2, Category power, Postcode 2222, Sum insured $62000, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $366.18, Excess $500, Half-excess 2, Category power, Postcode 4507, Sum insured $33000, Year built 2020, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $568.39, Excess $1000, Half-excess 2, Category power, Postcode 4500, Sum insured $37000, Year built 2001, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $260.56, Excess $450, Half-excess 2, Category power, Postcode 2517, Sum insured $6000, Year built 2004, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $596.31, Excess $1000, Half-excess 2, Category power, Postcode 2325, Sum insured $70000, Year built 2021, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $858.19, Excess $1250, Half-excess 2, Category power, Postcode 4703, Sum insured $98000, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $858.19, Excess $1250, Half-excess 2, Category power, Postcode 4703, Sum insured $98000, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $-10.39, Excess $1000, Half-excess 2, Category power, Postcode 4017, Sum insured $37000, Year built 2001, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $558.00, Excess $500, Half-excess 1, Category power, Postcode 4017, Sum insured $37000, Year built 2001, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $1034.67, Excess $1000, Half-excess 2, Category power, Postcode 5214, Sum insured $35000, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $523.08, Excess $750, Half-excess 2, Category power, Postcode 2264, Sum insured $46080, Year built 2013, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $2138.39, Excess $1750, Half-excess 2, Category power, Postcode 4511, Sum insured $155000, Year built 1990, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $150.09, Excess $625, Half-excess 1, Category power, Postcode 3072, Sum insured $30000, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $273.37, Excess $450, Half-excess 2, Category power, Postcode 3337, Sum insured $10000, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $208.08, Excess $450, Half-excess 2, Category power, Postcode 4035, Sum insured $10000, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $150.00, Excess $650, Half-excess 2, Category power, Postcode 4035, Sum insured $10000, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $150.00, Excess $650, Half-excess 2, Category power, Postcode 4035, Sum insured $10000, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $1767.74, Excess $1500, Half-excess 2, Category power, Postcode 2083, Sum insured $91000, Year built 2006, Professionally built False, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $1767.74, Excess $750, Half-excess 1, Category power, Postcode 2083, Sum insured $91000, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $2096.56, Excess $1750, Half-excess 2, Category power, Postcode 4216, Sum insured $130000, Year built 1990, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $672.71, Excess $750, Half-excess 2, Category power, Postcode 4810, Sum insured $63000, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Bad
Customer: Premium $1836.29, Excess $1000, Half-excess 2, Category power, Postcode 4511, Sum insured $32000, Year built 1955, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $672.71, Excess $750, Half-excess 2, Category power, Postcode 4810, Sum insured $63000, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Bad
Customer: Premium $501.46, Excess $750, Half-excess 2, Category power, Postcode 2430, Sum insured $42000, Year built 2011, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $1820.50, Excess $1750, Half-excess 2, Category power, Postcode 6210, Sum insured $108000, Year built 1990, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $1836.29, Excess $1000, Half-excess 2, Category power, Postcode 4511, Sum insured $32000, Year built 1955, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $747.26, Excess $750, Half-excess 2, Category power, Postcode 2287, Sum insured $65000, Year built 2013, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $0.00, Excess $1500, Half-excess 2, Category power, Postcode 2485, Sum insured $75000, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $452.49, Excess $500, Half-excess 2, Category power, Postcode 2257, Sum insured $30000, Year built 2016, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $839.99, Excess $1250, Half-excess 2, Category power, Postcode 3207, Sum insured $40000, Year built 2001, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $407.32, Excess $500, Half-excess 2, Category power, Postcode 2257, Sum insured $24000, Year built 2016, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $326.89, Excess $450, Half-excess 2, Category power, Postcode 2323, Sum insured $28, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Bad
Customer: Premium $224.99, Excess $900, Half-excess 3, Category power, Postcode 4226, Sum insured $6000, Year built 1992, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $1091.61, Excess $1250, Half-excess 2, Category power, Postcode 3912, Sum insured $45000, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $8720.29, Excess $4750, Half-excess 2, Category power, Postcode 2083, Sum insured $780000, Year built 2005, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Bad
Customer: Premium $547.77, Excess $750, Half-excess 2, Category power, Postcode 850, Sum insured $50000, Year built 2016, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $1001.15, Excess $2000, Half-excess 3, Category power, Postcode 4019, Sum insured $35000, Year built 1997, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $559.58, Excess $750, Half-excess 2, Category power, Postcode 850, Sum insured $50000, Year built 2016, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $189.28, Excess $450, Half-excess 2, Category power, Postcode 2155, Sum insured $3000, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $334.28, Excess $450, Half-excess 2, Category power, Postcode 2155, Sum insured $3000, Year built 1999, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
